,ImageName,HReference,SReference,VReference,HSample,SSample,VSample,Dilution Factor
0,IMG_1,19.07397774888022,252.83326108943794,156.92544429995667,20.235018867924527,252.93615094339623,148.22958490566037,1
1,IMG_2,19.060199335548173,253.6271096345515,158.5331561461794,20.534750830564786,253.54857142857142,157.47827242524917,1
2,IMG_3,19.406175996968837,252.19314199109596,167.41839537747467,20.586943041899193,251.88112321729116,163.1920453538843,1
3,IMG_4,19.473728281348127,251.19991626543856,162.50617542390623,20.115344358383922,250.9972786267532,160.4565626962529,1
4,IMG_5,19.689247652210614,252.5821462488129,167.94734620660546,20.42615506867976,252.25542059257577,149.97071177205132,1
5,IMG_6,19.386574437981448,252.90536079232825,162.52869045747525,20.261584905660378,253.03184905660376,146.44950943396228,1
6,IMG_7,19.842191870988973,253.5751193022873,152.30524930064178,21.273384687942148,253.14824713095425,150.20138343027827,1
7,IMG_8,19.0,253.72704318936877,149.80212624584718,20.505913621262458,254.06897009966778,151.3654485049834,1
8,IMG_9,18.871172413793104,253.74979310344827,153.8146206896552,19.926344827586206,253.7335172413793,154.18951724137932,1
9,IMG_10,18.613930348258705,253.78925373134328,159.00039800995026,20.017487169739592,253.81410378255086,158.7584109484889,1
10,IMG_11,20.17823816454071,253.7005393373855,143.56587620922866,22.82016416549208,253.84885167067407,142.4192852997264,2
11,IMG_12,19.002706837707425,253.65870307167236,158.6352830410733,21.781957353745216,253.64111536358666,160.9989065062876,2
12,IMG_13,19.007763759878,253.7966172189103,147.96436988770276,21.816303895743797,253.26535422154444,149.94662415083877,2
13,IMG_14,18.99794661190965,253.8961572308595,151.03901437371664,21.824827586206897,254.02813793103448,152.73020689655172,2
14,IMG_15,18.72761832351264,253.88443261737314,151.73160996008363,21.083264768800394,254.10202402501235,156.08606220174428,2
15,IMG_16,18.98766345916605,253.9940784603997,155.52356279299283,21.10880829015544,254.22131754256105,156.21786331112756,2
16,IMG_17,18.918671096345516,253.73581395348836,149.62830564784053,21.699401993355483,253.86285714285714,152.10046511627908,2
17,IMG_18,18.987125557680052,253.4836201402167,149.06488209050352,21.039133205863607,253.99056724028043,156.2,2
18,IMG_19,18.678980771052384,253.95235388841527,153.5242966751918,21.161916979748923,254.03179693943002,154.77329790158527,2
19,IMG_20,18.81720754716981,253.6845283018868,145.36030188679246,21.299089726918076,253.43909839618553,150.0332321918798,2
20,IMG_21,18.597547555415815,253.64518157522403,146.79484357805376,22.195471698113206,252.6387924528302,149.1033962264151,3
21,IMG_22,19.000642415482215,253.9539066891512,150.7641532160925,23.065665603361083,249.92935501439354,151.5375398739594,3
22,IMG_23,20.36571638321302,253.5706594885599,137.54276275541417,25.08542407313357,253.7937023869985,141.0114779075673,3
23,IMG_24,19.418908937427457,253.81924659702437,141.15553445183076,23.820947493814717,253.39182626225602,148.93851369925775,3
24,IMG_25,20.84655641616077,253.1827506803433,139.65292024283022,24.997412935323382,252.10985074626865,140.57373134328358,3
25,IMG_26,19.892036621178097,253.2330281568492,143.22318189670065,24.11970979443773,250.75833477284505,141.6541717049577,3
26,IMG_27,19.097648988518316,253.3194095133953,145.67862219792235,24.055256475368207,253.3246317927882,143.95977653631286,3
27,IMG_28,19.917207370879833,253.87438359719698,150.36828445367246,24.58519831597607,246.852426323953,149.11189895856415,3
28,IMG_29,19.98049751243781,253.48457711442785,143.34029850746268,23.45846153846154,253.57900452488687,147.07511312217196,3
29,IMG_30,20.028319606993207,253.3997977170929,145.3745123537061,25.023551509897413,251.07787891923132,139.8004623609305,3
30,IMG_31,19.28894103842769,252.51657377530069,144.44353182751541,25.657379310344826,234.82455172413793,135.35696551724138,4
31,IMG_32,20.892702432522494,253.65111629456848,144.79106964345218,25.42474291056404,232.22218759738237,142.40822686195077,4
32,IMG_33,19.954117215220847,253.4762021289612,144.92842285574451,24.99588089914087,234.27103683653053,141.31046251618218,4
33,IMG_34,20.997719064816575,253.57764683520244,142.59133244630297,25.79253757125583,216.32302642943515,140.62152357920195,4
34,IMG_35,20.955461998670508,253.53600709062707,144.57057389762906,25.20410299351057,237.70064894285116,143.8233200753611,4
35,IMG_36,18.98980825703921,253.56987389877352,148.56279150112283,22.955320754716983,216.90762264150945,151.18354716981133,4
36,IMG_37,18.834799235181645,253.5621414913958,148.2725302740599,23.749418818059464,218.10449039520373,150.36999877645908,4
37,IMG_38,18.501646043818823,253.39902372573505,147.56589851288456,23.913052653793393,209.54732510288065,147.5534451830748,4
38,IMG_39,18.101262458471762,253.03548172757476,150.47215946843855,23.197724213874952,226.26709898446103,150.76887311880583,4
39,IMG_40,18.801742919389977,253.37349625840673,148.11186890215023,23.41261404907432,211.8045885375144,147.81291522721233,4
40,IMG_41,19.73134328358209,253.4742288557214,140.29512437810945,26.017619623423734,168.1330108827086,135.7946104681292,5
41,IMG_42,19.818002303768306,253.57084087543197,140.97679776205365,24.36090566037736,186.1029433962264,132.2338113207547,5
42,IMG_43,18.91408540471638,253.3946462715105,150.05710643722117,24.059586443166523,195.20763489538726,143.73865165789795,5
43,IMG_44,19.28922880815806,253.43237731038877,146.24244741873804,25.798164057902788,205.63151700600213,136.98717194303873,5
44,IMG_45,18.972605085181062,253.83605855663043,150.02491225066348,24.188292844706076,176.9536522676395,141.6504435784761,5
45,IMG_46,18.569377427327293,253.5971519359774,154.3225844415676,23.553635866593766,182.17616183706943,149.05697102241663,5
46,IMG_47,18.028559545265495,253.59087758214335,157.3349507833079,23.765807696673857,185.90929730956975,156.64093540697016,5
47,IMG_48,18.74281173240861,253.94032654240718,143.9731252709146,24.25736137667304,178.99439133205863,134.12848948374761,5
48,IMG_49,18.258807888322625,253.34367383115443,149.14690892975847,23.994228855721392,193.59761194029852,142.16756218905473,5
49,IMG_50,17.975094339622643,253.1965283018868,150.05675471698115,23.33009843338417,193.8235131013448,147.8523499237488,5
50,IMG_51,20.682168482593674,253.3532642395252,141.24067676499246,25.810118996661245,128.1231058984676,134.48240732813971,6
51,IMG_52,20.803175601320547,253.69737462663105,147.94953623644082,26.412368154890913,124.42696142175986,141.0069354139575,6
52,IMG_53,20.00031441597233,253.6929728030184,147.8853953780852,26.11063357826147,143.59891861915986,137.51531956190212,6
53,IMG_54,19.16554000943248,252.99921396006917,143.89608552114447,25.57144921254154,149.46048258922121,136.5529547753215,6
54,IMG_55,19.339461655662774,253.55581513458608,149.94037582529202,25.942094415546176,149.3562665619786,138.58327608204928,6
55,IMG_56,19.03942825022083,253.74608528065525,148.66754998795471,25.538506545747094,156.56578658670372,140.19322752870622,6
56,IMG_57,19.05825585500765,253.4335647875721,148.62786865952688,25.50096492223862,148.79986377568395,138.63003746168692,6
57,IMG_58,20.836693995125195,253.5769997784179,147.93130955018833,26.88861433187607,121.3619083824368,136.9157954761452,6
58,IMG_59,19.565572139303484,253.73014925373135,140.49751243781094,25.88579185520362,155.09683257918553,133.08760180995475,6
59,IMG_60,20.097799223255265,253.51535836177473,139.73049311521714,26.155636281076173,149.19979566352595,134.91792484958566,6
60,IMG_61,19.964275198743742,253.62891353420355,146.13112179801746,26.13296068908641,103.28791349766334,136.20535141574268,7
61,IMG_62,19.130365448504982,253.62724252491694,152.71109634551496,25.631469472653862,125.90921326318366,142.3204453688976,7
62,IMG_63,18.556950426097316,253.90369284339778,144.43067900668927,23.67939388750963,124.8843420939988,137.72151356904374,7
63,IMG_64,18.04850236890709,253.50309162450816,142.21368344977114,23.706136180794267,131.3764353104659,135.92452278212536,7
64,IMG_65,18.887396226415095,253.85962264150945,152.59230188679246,23.915846388465273,119.77027589075281,146.20047137113545,7
65,IMG_66,18.43759411816813,253.36672867393037,149.66436353972895,23.86352707072382,124.46024376088218,141.23828869911284,7
66,IMG_67,19.005683432793408,253.71753339016766,149.6768968456948,22.875609964900267,111.00941700196901,143.76603030562453,7
67,IMG_68,18.914838486785282,253.84522370012093,156.4031784418725,23.38072205907756,111.11625496631542,148.0563136983935,7
68,IMG_69,18.988209401037572,253.5778965571451,147.88901116176703,24.514541738720325,109.59110202798303,136.30325420531364,7
69,IMG_70,17.751153923339352,253.72800856244564,153.8023279149107,23.69000189717321,138.90590020868905,143.6308100929615,7
70,IMG_71,18.632483778179143,253.68680179276205,145.31600775971637,22.512173528109784,77.73357364194018,136.4431164231961,8
71,IMG_72,18.007793715280656,253.80117734847857,152.1206367631208,22.61448689022018,81.01314868124173,139.95930911071346,8
72,IMG_73,17.60323652651351,253.48562346481722,141.2184655396619,22.642126245847177,90.3334219269103,130.39906976744186,8
73,IMG_74,19.022478521831236,253.78557137813345,151.297163704837,22.608241571120445,80.7890793506641,141.2704052673402,8
74,IMG_75,19.679752674452843,253.3963097458043,141.9415055451958,23.008155410977732,73.98753779895537,131.81792357738476,8
75,IMG_76,18.139193123526965,253.05254401774573,148.5896298350201,22.69866156787763,83.73409815168897,138.49203314212875,8
76,IMG_77,18.821328194009475,253.85095960812654,152.01003774190957,23.158341256490896,85.62539311050976,142.62020039493893,8
77,IMG_78,18.022641509433964,253.36,142.53222641509433,23.245049833887045,78.65820598006644,131.50378737541527,8
78,IMG_79,19.7692174814303,254.00034548281224,152.61115909483505,22.48089922968087,77.63150448042761,147.15595032227637,8
79,IMG_80,17.299717489940928,253.75858231315812,148.2313158120024,22.72932389325449,81.68264218470397,137.4364739749475,8
80,IMG_81,18.31273920174959,253.79529797703663,154.49885183160197,22.830538978876575,70.90451832907075,144.86454485175713,9
81,IMG_82,18.2235061800629,253.49360052658525,145.99817157902436,22.282313650252256,77.22674625168763,137.26405173026362,9
82,IMG_83,18.019151470722992,253.74360854027307,152.8207642261523,22.765346797767737,73.02055097882895,140.39348037913012,9
83,IMG_84,18.037153514225114,253.2796021355957,151.15812184597382,24.16228886590831,81.78586694243364,142.3546363322992,9
84,IMG_85,17.847240202424384,253.5919736377545,149.1537013063434,22.36205576817933,72.04756697648989,138.3021323127392,9
85,IMG_86,18.124732471534973,253.47821248180807,150.83366150158378,23.27728258251024,68.20581386011403,142.7817393399181,9
86,IMG_87,17.553206061124904,253.39936649259482,153.22258368290386,21.94337119641821,74.955642152392,142.6326175275682,9
87,IMG_88,17.99747508305648,253.57714285714286,148.62843853820598,22.61491395793499,70.1402166985341,137.15551306564691,9
88,IMG_89,18.226572894886903,253.81923588671356,143.805550275613,21.742960787700813,47.37778545517361,132.54275349801347,10
89,IMG_90,18.520322527562943,253.6432450222149,144.81685041961495,21.185509433962263,47.19954716981132,133.9319245283019,10
90,IMG_91,18.348281277264004,253.65294015006108,145.6536962717385,21.335769954313356,47.79451760279495,133.85681268476216,10
91,IMG_92,18.046860583693487,253.42567862866022,145.54877871121255,22.392112441629294,43.669933885061724,136.53243330713394,10
92,IMG_93,18.68796343321483,253.77186389029964,154.34240731335703,21.91891635881406,48.12418300653595,143.27081557260584,10
93,IMG_94,18.469108802624383,253.3277200656096,148.01082558775286,23.32839004570848,46.436566785170136,133.4407313357034,10
94,IMG_95,18.31280626051342,253.54062751407884,143.03656841951292,23.353602206135815,46.578076525336094,131.4675629093416,10
95,IMG_96,18.162133654787915,253.67769155428314,145.61380245611392,23.693209238193727,46.3849706997587,131.85391244398483,10
96,IMG_97,18.168598770715008,253.4649498171633,152.10316657589667,22.895331485823917,40.88254103602643,139.57514389256022,10
97,IMG_98,18.363034248514012,253.60928389470706,144.46153410699122,22.744262295081967,42.68798710024187,133.12410642300458,10
98,IMG_99,22.604971319311662,253.51982154238368,160.35194391332058,25.860165710643724,253.5529636711281,148.35283620140217,1
99,IMG_100,24.03357025697102,253.59912520503008,159.95046473482776,25.815643092291975,253.56135770234988,146.31990010216825,1
100,IMG_101,23.914186694793944,253.26098093874782,157.9110977171702,25.839181514043414,253.06691044892244,143.95230685443087,1
101,IMG_102,24.255874673629243,253.3781359972755,158.40719718469748,25.944328887801298,253.23956931359353,144.68579468983236,1
102,IMG_103,23.525597269624573,253.5985641991291,167.98575967988702,25.110118683469963,253.0515110730454,150.79273216689097,1
103,IMG_104,23.86484312148029,253.69172822350617,165.05507203978644,25.208995705567695,253.21291343328562,151.4905447148346,1
104,IMG_105,24.10555262563098,253.49830482935283,159.06434114367514,25.591990713871155,253.2570267805323,142.5794710223033,1
105,IMG_106,23.556056951684432,253.49303664514122,149.2232941725667,25.506029720687778,253.2977514977048,141.06403174356183,1
106,IMG_107,23.778015580857804,253.62760037668008,149.59652427018236,25.761236195531204,253.40159232942386,142.98339183289102,1
107,IMG_108,23.716097409165176,253.43445110091028,154.38652454679843,25.849597877456265,253.38346737418124,143.38827626233314,1
108,IMG_109,23.926143132044352,253.53871529368644,149.75158068358837,27.101618012156493,252.9895556887253,137.6865850526496,2
109,IMG_110,23.40306178239475,253.76686714051394,156.36325861126298,27.32483494159472,253.54250888776028,144.45424073133572,2
110,IMG_111,23.991377166072464,253.26830279412985,160.06442251886244,27.232401956720008,253.01036398308597,147.77655252466627,2
111,IMG_112,24.186112692088788,253.25270347182698,158.17378106621135,26.93473724151015,253.4579776133561,146.97596913931577,2
112,IMG_113,24.09369183040331,253.40648052395724,157.38566011720096,27.969161816843936,253.20094989631414,141.68640042812228,2
113,IMG_114,23.769470162607952,253.51373220259862,151.21372442231385,27.008136819106458,253.26700821216002,135.9463572666315,2
114,IMG_115,24.110413190695848,253.59947001668465,151.69771322013938,27.157130238492492,253.50642850132496,141.04818922367258,2
115,IMG_116,23.965992345544013,252.80393657736468,149.9526517222526,27.4173261580669,252.3224649150575,138.56916745805634,2
116,IMG_117,23.133182183866012,252.88122577342207,139.93878446573538,27.232323232323232,252.00307712890495,130.75523446384375,2
117,IMG_118,23.79968591868784,252.9646367707788,149.56331064968302,27.25202117140697,252.32443436282207,138.5498749491072,2
118,IMG_119,23.874056877539175,253.19716441422767,170.5193599204046,29.759352795137403,252.42907285335158,145.5671603458608,3
119,IMG_120,24.006179310344827,253.7814620689655,169.35966896551724,29.763404865801903,253.7213820312033,150.35561001853068,3
120,IMG_121,23.651962086987332,253.33280184250154,156.02737177783683,29.147400124014528,253.13712463460004,132.5649747541855,3
121,IMG_122,24.30262068965517,253.28777931034483,158.33787586206896,29.809566940277385,252.63945655250495,138.53569204641948,3
122,IMG_123,24.379886369154566,253.28514543777013,160.428106638178,29.87040915359861,252.74694794912398,137.96577616590898,3
123,IMG_124,24.79421025901473,252.7937023869985,141.20396140172676,29.363929146537842,252.29828549777397,132.84986265037415,3
124,IMG_125,24.066961000735834,253.33821660311727,148.22710549200616,29.956635642881764,253.05556704584626,129.1377456049638,3
125,IMG_126,23.859220958290244,252.91313340227507,152.44943123061014,29.820522197030645,252.71257222262855,131.7662546624735,3
126,IMG_127,24.643075522019124,252.70910037077994,152.20152214922265,30.072981470332465,251.67308850090308,132.98086828550404,3
127,IMG_128,24.679359666571944,253.59325565975183,173.68068580089042,29.88428697615075,253.3161252330945,151.25478457159682,3
128,IMG_129,23.35547878465763,253.27717246877492,165.73611480201967,30.06829591740078,251.34299516908212,138.92583120204603,4
129,IMG_130,24.200806608989787,252.90522344369998,157.82482274116958,30.70334367459497,249.5166494312306,139.87183729748364,4
130,IMG_131,23.441844713995444,252.9141062742442,150.97974262668555,30.861215442398866,249.09826981097223,133.9380580013546,4
131,IMG_132,23.141490243351164,253.33044526482334,160.42138175242974,30.56754187084034,252.8788122577342,140.8949023623199,4
132,IMG_133,24.493489237310655,253.47045796793338,160.8837806714501,30.0412048877522,250.88566827697264,134.00104196267878,4
133,IMG_134,23.788282719699005,253.22246707874228,139.98683149690945,30.02841777526182,252.71106708180017,124.30087744126804,4
134,IMG_135,24.40560790101033,253.06629583380632,152.9122488364173,31.000437397484966,251.64034991798798,140.18469108802626,4
135,IMG_136,23.357350136804577,253.3619932012271,143.3687919741315,30.694055219301884,252.18248901417792,131.71047176851008,4
136,IMG_137,24.247130523108176,252.8861350939563,129.9655662772981,30.660588289196372,250.97489233024834,123.35920461834509,4
137,IMG_138,24.482712876212585,253.15935660393004,141.13149821739492,30.87924998054929,252.1153816229674,131.83365751186494,4
138,IMG_139,24.00093651749281,253.6001070305706,144.10381965348853,31.27855819236057,216.29977882718632,136.54438400382568,5
139,IMG_140,23.19692110327133,253.69980756895447,137.55026115641894,30.979523006504458,229.97197462458846,134.117562033245,5
140,IMG_141,23.788784019059836,253.40593787226243,139.41381838174655,31.003595582569986,223.09108809177297,136.106326513141,5
141,IMG_142,23.154382176857396,253.2951221905977,141.0899990185494,30.999822836389406,229.4670032775268,137.65833997696873,5
142,IMG_143,23.025910295416626,253.76219452350574,138.62910982432035,30.992913455576225,229.72185313136683,139.18850208167242,5
143,IMG_144,23.216728237188594,253.29582267689685,138.70114615894667,30.72052440428736,242.32748693418372,132.39835237842146,5
144,IMG_145,23.04733367191468,252.97247333671913,134.09263585576434,31.00028417163967,229.19352088661552,131.9624893435635,5
145,IMG_146,23.85537518447043,253.65989329095243,138.88840958111024,31.11628152368893,227.58742218001478,132.88846681439273,5
146,IMG_147,23.881146334282068,253.38767298066543,143.49808617136128,31.00227337311736,226.37188595244862,136.61153736857062,5
147,IMG_148,23.319081465281574,253.8582832148715,156.78173865500273,31.147708312886447,230.90499558347238,151.00932378054765,5
148,IMG_149,23.093603061782396,253.38447238928376,130.05095680699836,31.937638493194047,182.64988920544477,126.63838767542471,6
149,IMG_150,23.558179134975592,253.6063117266432,135.5729367692133,31.807217058501912,178.21454346637506,133.52334609076,6
150,IMG_151,22.881371324781473,253.10023839255308,144.17958905664662,31.382833925850687,190.02986287455562,138.26846114779076,6
151,IMG_152,24.02122828924963,253.52764218412986,141.50561925303666,31.96750026379656,145.74559459744646,137.05877387358868,6
152,IMG_153,22.794740218088517,252.90809126729587,135.35984605516356,31.88870815854807,189.1155722968924,133.35587706531976,6
153,IMG_154,23.558404558404558,253.3406141183919,141.79160071752665,31.91196388261851,181.33202473255471,136.06291098243204,6
154,IMG_155,23.278923311325546,253.62031488065008,142.01960385982733,31.722932651321397,183.6941365918348,138.51378232452402,6
155,IMG_156,23.77080371787862,253.67020229633678,137.08234007654457,31.30614757980487,180.10571184995737,133.4719143696126,6
156,IMG_157,24.162709718265273,253.4002321409729,136.69125250606731,31.904621635347894,152.8532249873032,136.61300152361605,6
157,IMG_158,24.237379380396142,253.31660741493144,137.9078720162519,31.85935813131809,160.5561880459319,136.75296888801648,6
158,IMG_159,23.14596843264407,253.61250458827848,138.40817325339532,31.52866386650017,128.52968554887048,136.911227154047,7
159,IMG_160,22.64643837595723,253.59413379569426,142.74151134229157,31.724119601328905,150.27906976744185,140.0846511627907,7
160,IMG_161,22.986831649449428,253.23691678964695,131.95243500964924,32.300273373428105,145.28693275013669,131.12268999453252,7
161,IMG_162,23.833349690843065,253.7418784964177,133.40877416822062,32.72982549384356,120.96314996899636,135.22251749490655,7
162,IMG_163,23.2712729414074,253.2740210030425,143.42172931592896,32.008218474445684,143.33002311445938,147.7173187227121,7
163,IMG_164,22.986550027337344,253.8595954073264,149.3342810278841,31.938422065426554,146.04416750664345,151.75075597910748,7
164,IMG_165,21.945529492590047,253.62704877809404,143.89459220728236,31.909682390206317,162.1863710298776,140.8563479154182,7
165,IMG_166,23.69846753476836,253.38719107095403,145.70271946142262,32.327198013868674,151.07713380703706,143.634363496276,7
166,IMG_167,23.8958277969705,253.48959163787757,142.87651696341572,32.236971011001366,124.60852806552639,143.22845900586205,7
167,IMG_168,23.19322033898305,253.21530891197375,142.81891744122473,32.4147282884713,128.22447943118334,137.6460132046724,7
168,IMG_169,23.866058795786827,253.18707750353718,131.3601634963056,31.86302557433897,82.95694263834706,137.2066175408178,8
169,IMG_170,23.20518272425249,253.4139534883721,144.13953488372093,32.47063969382176,99.70563149261892,139.48037178786223,8
170,IMG_171,21.998555122092185,253.4567259066609,143.60742667244617,31.977609201027775,88.63562951180717,139.83763611892817,8
171,IMG_172,24.593511714959103,253.46291418272563,137.4533481214474,32.07129072539448,81.69247360653877,140.3644000454081,8
172,IMG_173,22.728603773584904,253.30264150943395,129.01343396226414,31.94936877076412,84.04199335548172,127.2934219269103,8
173,IMG_174,22.75215946843854,253.48252491694353,140.89156146179403,31.584363146947265,93.05616052856968,137.18304172274563,8
174,IMG_175,23.346917924849585,253.1871949142922,139.13156998524238,31.99969527679025,84.85515490096496,138.52371762315897,8
175,IMG_176,23.299644489588623,253.467343829355,139.30766886744541,32.679923027581786,79.56244845596994,143.0866856043251,8
176,IMG_177,24.031739961759083,253.26551943913321,136.2413001912046,32.015418261345,74.48048113723345,132.80579551667577,8
177,IMG_178,22.421877166227645,253.51185359767086,140.2178011922917,31.845222072678332,89.96843264407194,138.3265630735348,8
178,IMG_179,21.989980998445326,253.1915702193816,116.04525824840215,30.687094339622643,99.19803773584906,123.58128301886792,9
179,IMG_180,21.111418206944204,253.27794092243911,116.12385558818448,30.051573547760988,71.25093581034244,119.75849161236656,9
180,IMG_181,21.12917558005595,253.25012341615928,118.40102024025012,30.9432162982228,89.47984395318596,118.4763762462072,9
181,IMG_182,20.954747408260655,253.6889912785914,116.25917393450716,30.050165178025203,72.49455524287288,123.33023369631714,9
182,IMG_183,21.1971320754717,253.5971320754717,113.02596226415095,33.061695347355005,70.36749521988527,120.61682600382409,9
183,IMG_184,20.523797871038788,253.26636485990457,114.01602838614951,31.122190566635012,70.88994407512926,114.15753930568745,9
184,IMG_185,19.878805970149255,253.42567164179104,125.11562189054726,27.480584813708536,79.12686684483572,126.78195252318818,9
185,IMG_186,22.178586909406157,253.28189567981505,131.74945817078458,34.76778039650631,74.07971717731873,124.970054069042,9
